Institution code (UKPRN),Institution name,Institution sort order,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Profile,FTE Category A staff submitted,4*,3*,2*,1*,unclassified
10007814,Cardiff University,7080,C,23,Sociology, ,,,Overall,29.48,37,49,13,1,0
10007814,Cardiff University,7080,C,25,Education, ,,,Overall,20.6,48,36,14,2,0
10007814,Cardiff University,7080,D,28,Modern Languages and Linguistics, ,,,Overall,14.8,37,47,16,0,0
10007814,Cardiff University,7080,D,29,English Language and Literature, ,,,Overall,24.01,42,45,11,2,0
10007814,Cardiff University,7080,D,30,History, ,,,Overall,14.4,37,46,16,1,0
10007814,Cardiff University,7080,D,32,Philosophy, ,,,Overall,10,20,49,27,4,0
10007814,Cardiff University,7080,D,33,Theology and Religious Studies, ,,,Overall,9.2,33,43,21,3,0
10007814,Cardiff University,7080,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,13.2,43,42,15,0,0
10007814,Cardiff University,7080,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,13.4,61,28,10,1,0
10007854,Cardiff Metropolitan University,7090,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,12,9,65,22,4,0
10007854,Cardiff Metropolitan University,7090,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,(joint submission with Bangor University),Overall,13,40,47,12,0,1
10007854,Cardiff Metropolitan University,7090,D,34,"Art and Design: History, Practice and Theory", ,,(joint submission with University of South Wales and University of Wales Trinity Saint David),Overall,10,23,52,22,2,1
10007833,Glynd?r University,7110,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,9.4,1,13,49,37,0
10007833,Glynd?r University,7110,B,11,Computer Science and Informatics, ,,,Overall,6.4,5,16,57,22,0
10007833,Glynd?r University,7110,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,13.9,2,59,34,4,1
10007833,Glynd?r University,7110,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,4.2,8,15,28,44,5
10007793,University of South Wales,7145,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,7.4,16,36,48,0,0
10007793,University of South Wales,7145,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,9.2,2,7,63,20,8
10007793,University of South Wales,7145,B,10,Mathematical Sciences, ,,,Overall,9.2,0,43,44,13,0
10007793,University of South Wales,7145,B,11,Computer Science and Informatics, ,,,Overall,13.5,4,22,66,7,1
10007793,University of South Wales,7145,B,15,General Engineering, ,,,Overall,14.5,1,55,35,8,1
10007793,University of South Wales,7145,C,19,Business and Management Studies, ,,,Overall,3,0,13,28,49,10
10007793,University of South Wales,7145,C,22,Social Work and Social Policy, ,,,Overall,14.4,30,32,33,4,1
10007793,University of South Wales,7145,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,7,25,41,26,8,0
10007793,University of South Wales,7145,D,29,English Language and Literature, ,,,Overall,8,13,38,41,8,0
10007793,University of South Wales,7145,D,30,History, ,,,Overall,7.8,8,55,35,2,0
10007793,University of South Wales,7145,D,34,"Art and Design: History, Practice and Theory", ,,(joint submission with Cardiff Metropolitan University and University of Wales Trinity Saint David),Overall,6.96,23,52,22,2,1
10007793,University of South Wales,7145,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,16,15,50,26,8,1
10007855,Swansea University,7150,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,Allied Health professions,,Overall,44.9,54,41,5,0,0
10007855,Swansea University,7150,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,Nursing,,Overall,14.2,9,68,21,2,0
10007855,Swansea University,7150,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,14.8,44,31,24,1,0
10007855,Swansea University,7150,B,7,Earth Systems and Environmental Sciences, ,,,Overall,11.2,34,53,13,0,0
10007855,Swansea University,7150,B,9,Physics, ,,,Overall,21,10,69,21,0,0
10007855,Swansea University,7150,B,10,Mathematical Sciences, ,,,Overall,14.7,12,40,37,7,4
10007855,Swansea University,7150,B,11,Computer Science and Informatics, ,,,Overall,19.6,40,40,17,3,0
10007855,Swansea University,7150,B,15,General Engineering, ,,,Overall,74.83,35,59,6,0,0
10007855,Swansea University,7150,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,27.7,27,47,23,3,0
10007855,Swansea University,7150,C,19,Business and Management Studies, ,,,Overall,27.9,22,50,27,1,0
10007855,Swansea University,7150,C,20,Law, ,,,Overall,19.5,16,43,37,3,1
10007855,Swansea University,7150,C,21,Politics and International Studies, ,,,Overall,8.2,19,51,28,2,0
10007855,Swansea University,7150,C,22,Social Work and Social Policy, ,,,Overall,8.4,35,41,20,4,0
10007855,Swansea University,7150,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,10,28,44,19,9,0
10007855,Swansea University,7150,D,28,Modern Languages and Linguistics,A,Modern Languages and Lingusitics,,Overall,12,17,46,34,3,0
10007855,Swansea University,7150,D,28,Modern Languages and Linguistics,B,Celtic Studies,,Overall,4.2,21,48,31,0,0
10007855,Swansea University,7150,D,29,English Language and Literature, ,,,Overall,16.53,53,31,15,1,0
10007855,Swansea University,7150,D,30,History, ,,,Overall,20,27,54,18,1,0
10008574,University of Wales,7190,D,28,Modern Languages and Linguistics, ,,(joint submission with University of Wales Trinity Saint David),Overall,12.35,26,39,29,6,0
10007858,University of Wales Trinity Saint David,7205,B,15,General Engineering, ,,,Overall,5,0,3,69,28,0
10007858,University of Wales Trinity Saint David,7205,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,9.8,9,25,49,17,0
10007858,University of Wales Trinity Saint David,7205,D,28,Modern Languages and Linguistics, ,,(joint submission with University of Wales),Overall,1.2,26,39,29,6,0
10007858,University of Wales Trinity Saint David,7205,D,31,Classics, ,,,Overall,9.43,4,38,41,9,8
10007858,University of Wales Trinity Saint David,7205,D,33,Theology and Religious Studies, ,,,Overall,8.2,14,48,26,12,0
10007858,University of Wales Trinity Saint David,7205,D,34,"Art and Design: History, Practice and Theory", ,,(joint submission with Cardiff Metropolitan University and University of South Wales),Overall,6.8,23,52,22,2,1
10005343,Queen's University Belfast,7600,A,1,Clinical Medicine, ,,,Overall,73.6,20,50,29,0,1
10005343,Queen's University Belfast,7600,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,29.6,23,46,29,1,1
10005343,Queen's University Belfast,7600,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,Pharmacy,,Overall,33,44,48,8,0,0
10005343,Queen's University Belfast,7600,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,Nursing and Midwifery,,Overall,19.03,13,65,22,0,0
10005343,Queen's University Belfast,7600,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,24.9,26,48,25,1,0
10005343,Queen's University Belfast,7600,A,6,"Agriculture, Veterinary and Food Science", ,,,Overall,33.4,44,40,15,0,1
10005343,Queen's University Belfast,7600,B,7,Earth Systems and Environmental Sciences, ,,,Overall,24.4,10,72,18,0,0
10005343,Queen's University Belfast,7600,B,8,Chemistry, ,,,Overall,34.35,11,71,18,0,0
10005343,Queen's University Belfast,7600,B,9,Physics, ,,,Overall,44.7,23,65,12,0,0
10005343,Queen's University Belfast,7600,B,10,Mathematical Sciences, ,,,Overall,12,5,60,35,0,0
10005343,Queen's University Belfast,7600,B,11,Computer Science and Informatics, ,,,Overall,21.2,12,60,26,2,0
10005343,Queen's University Belfast,7600,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Overall,49.5,11,77,12,0,0
10005343,Queen's University Belfast,7600,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,33.8,27,66,6,1,0
10005343,Queen's University Belfast,7600,B,14,Civil and Construction Engineering, ,,,Overall,33.65,10,65,24,1,0
10005343,Queen's University Belfast,7600,C,16,"Architecture, Built Environment and Planning", ,,,Overall,30.6,21,51,24,4,0
10005343,Queen's University Belfast,7600,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,30.8,27,34,30,8,1
10005343,Queen's University Belfast,7600,C,19,Business and Management Studies, ,,,Overall,54.33,21,49,27,3,0
10005343,Queen's University Belfast,7600,C,20,Law, ,,,Overall,31,38,42,19,1,0
10005343,Queen's University Belfast,7600,C,21,Politics and International Studies, ,,,Overall,32.4,21,42,33,4,0
10005343,Queen's University Belfast,7600,C,22,Social Work and Social Policy, ,,,Overall,26.6,24,52,21,2,1
10005343,Queen's University Belfast,7600,C,23,Sociology, ,,,Overall,24.6,12,47,32,6,3
10005343,Queen's University Belfast,7600,C,24,Anthropology and Development Studies, ,,,Overall,14.5,42,26,29,3,0
